codice_iop;conferente;data_creazione;tipologia_infrastruttura;nome_infrastruttura;tipologia_opera;nome_opera;anno_entrata_esercizio;ellissoide;sistema_di_riferimento;coordinate_geografiche;regione;provincia;comune;ente_concedente;concessionario;ente_vigilante;codice_cup
FEAICSCZPNRCVECXKW;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;22+061; ;WGS84;EPSG:4326;POINT (16.327494 39.187488);Calabria;Cosenza;Rogliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRD6BXHOY;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;0+183; ;WGS84;EPSG:4326;POINT (16.257943 39.293283);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRDPRM18Q;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;66; ;WGS84;EPSG:4326;POINT (16.258522 39.295695);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNREFUF6T7;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;92+347; ;WGS84;EPSG:4326;POINT (16.556529 38.931336);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNREN7JKUT;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;14+241; ;WGS84;EPSG:4326;POINT (16.328733 39.231166);Calabria;Cosenza;Figline Vegliaturo;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRFDHLNVH;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;85+796; ;WGS84;EPSG:4326;POINT (16.538138 38.970912);Calabria;Catanzaro;Gimigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRFNKJOXR;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;0+317; ;WGS84;EPSG:4326;POINT (16.259095 39.29243);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRFNKTC8Q;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;10+774; ;WGS84;EPSG:4326;POINT (16.327448 39.240322);Calabria;Cosenza;Aprigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRFNNWOIL;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;7+139; ;WGS84;EPSG:4326;POINT (16.324166 39.26901);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRFSUP0LY;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;90+951; ;WGS84;EPSG:4326;POINT (16.558945 38.940105);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRG4X4GPO;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;81+648; ;WGS84;EPSG:4326;POINT (16.519056 38.998953);Calabria;Catanzaro;Gimigliano;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGCXSJSD;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;14+899; ;WGS84;EPSG:4326;POINT (16.324904 39.226286);Calabria;Cosenza;Figline Vegliaturo;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGGVKJLG;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;25+043; ;WGS84;EPSG:4326;POINT (16.308566 39.174524);Calabria;Cosenza;Marzi;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGKDYOFV;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;3+186; ;WGS84;EPSG:4326;POINT (16.28758 39.28513);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGLOU5IY;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;5+020; ;WGS84;EPSG:4326;POINT (16.302128 39.276878);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGQJ6T0U;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;16+507; ;WGS84;EPSG:4326;POINT (16.319855 39.214076);Calabria;Cosenza;Cellara;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGQLFR2W;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;63+598; ;WGS84;EPSG:4326;POINT (16.349531 39.050112);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRGZFVPCL;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;26+241; ;WGS84;EPSG:4326;POINT (16.300039 39.17288);Calabria;Cosenza;Marzi;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRHAQZ2SX;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;90+732; ;WGS84;EPSG:4326;POINT (16.559564 38.941973);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRIBHGMSE;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;20+009; ;WGS84;EPSG:4326;POINT (16.323606 39.196797);Calabria;Cosenza;Santo Stefano di Rogliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRIEQW1MX;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;81+721; ;WGS84;EPSG:4326;POINT (16.519821 38.998792);Calabria;Catanzaro;Gimigliano;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRIHNZ7KG;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;14+887; ;WGS84;EPSG:4326;POINT (16.324971 39.226387);Calabria;Cosenza;Figline Vegliaturo;Comune di Figline Vegliaturo;Comune di Figline Vegliaturo;Comune di Figline Vegliaturo; 
FEAICSCZPNRINJETTZ;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;6+916; ;WGS84;EPSG:4326;POINT (16.321236 39.269251);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRINW3HJO;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;81+224; ;WGS84;EPSG:4326;POINT (16.522508 38.995392);Calabria;Catanzaro;Gimigliano;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRINWY1NS;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;72+840; ;WGS84;EPSG:4326;POINT (16.436641 39.029895);Calabria;Catanzaro;Carlopoli;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRJB7LS1P;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;415; ;WGS84;EPSG:4326;POINT (16.259899 39.298497);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRJNEMYYJ;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;59+273; ;WGS84;EPSG:4326;POINT (16.366754 39.083033);Calabria;Catanzaro;Soveria Mannelli;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRJW5JESD;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;81+890; ;WGS84;EPSG:4326;POINT (16.522111 38.997253);Calabria;Catanzaro;Gimigliano;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRKAW0JME;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;95+142; ;WGS84;EPSG:4326;POINT (16.579216 38.921812);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRKH7JCUC;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;77+952; ;WGS84;EPSG:4326;POINT (16.481254 39.009857);Calabria;Catanzaro;Cicala;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRKSLZQDL;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;6+727; ;WGS84;EPSG:4326;POINT (16.319443 39.269951);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRLC24AZV;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;88+635; ;WGS84;EPSG:4326;POINT (16.556378 38.956645);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRLIFHN8J;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;2+127; ;WGS84;EPSG:4326;POINT (16.275849 39.284053);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRLLOACK7;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;86+486; ;WGS84;EPSG:4326;POINT (16.544944 38.972747);Calabria;Catanzaro;Gimigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRM9C7GWO;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;92+775; ;WGS84;EPSG:4326;POINT (16.556844 38.927676);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria; 
FEAICSCZPNRMYT2TVS;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;1+827; ;WGS84;EPSG:4326;POINT (16.273166 39.285396);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRN12WIKL;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;5+253; ;WGS84;EPSG:4326;POINT (16.304232 39.275671);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRN408KKF;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOVIA;2+204; ;WGS84;EPSG:4326;POINT (16.276717 39.284001);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRNGDOFFS;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;88+098; ;WGS84;EPSG:4326;POINT (16.555094 38.961098);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRNYNH7OG;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;5; ;WGS84;EPSG:4326;POINT (16.260684 39.312543);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNROIY8KSX;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOVIA;2+966; ;WGS84;EPSG:4326;POINT (16.285362 39.284216);Calabria;Cosenza;Cosenza;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNROPN2KJH;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;96+414; ;WGS84;EPSG:4326;POINT (16.573825 38.930226);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRP9VJUXX;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;Ponte a due luci di m 6,00 ; ;WGS84;EPSG:4326;POINT (16.360951 39.079785);Calabria;Catanzaro;Soveria Mannelli;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRPNELOK7;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;7+410; ;WGS84;EPSG:4326;POINT (16.327027 39.26874);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRQHYIZED;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;4+591; ;WGS84;EPSG:4326;POINT (16.297469 39.278345);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRQYEAUUT;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;27+111; ;WGS84;EPSG:4326;POINT (16.305361 39.168867);Calabria;Cosenza;Marzi;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRRKUZKGW;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;4+872; ;WGS84;EPSG:4326;POINT (16.30057 39.277618);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRRM5D8PT;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;73+840; ;WGS84;EPSG:4326;POINT (16.444481 39.024479);Calabria;Catanzaro;Soveria Mannelli;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRRNU4JSJ;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;9+692; ;WGS84;EPSG:4326;POINT (16.324337 39.248982);Calabria;Cosenza;Pietrafitta;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRRSADWSR;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;10+559; ;WGS84;EPSG:4326;POINT (16.327199 39.242234);Calabria;Cosenza;Aprigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRS0KZ5QM;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;CAVALCAVIA;12+710; ;WGS84;EPSG:4326;POINT (16.317527 39.239079);Calabria;Cosenza;Piane Crati;Provincia di Cosenza ;Provincia di Cosenza ;Provincia di Cosenza ; 
FEAICSCZPNRS2PWXKB;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;SOTTOPASSO;Acquedotto sottopassaggio di m 3,00; ;WGS84;EPSG:4326;POINT (16.368705 39.082406);Calabria;Catanzaro;Soveria Mannelli;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRS98BVPQ;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;67+614; ;WGS84;EPSG:4326;POINT (16.387577 39.04386);Calabria;Catanzaro;Decollatura;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRSVEVF8D;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;21+928; ;WGS84;EPSG:4326;POINT (16.328913 39.188213);Calabria;Cosenza;Rogliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRUMB9ZKD;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;64+756; ;WGS84;EPSG:4326;POINT (16.357264 39.041954);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRUY57DU8;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;73+866; ;WGS84;EPSG:4326;POINT (16.444052 39.024735);Calabria;Catanzaro;Soveria Mannelli;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRVHQJOYE;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;88+560; ;WGS84;EPSG:4326;POINT (16.556028 38.957226);Calabria;Catanzaro;Catanzaro;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRVTDLPLS;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;Km 11+444; ;WGS84;EPSG:4326;POINT (16.330677 39.236256);Calabria;Cosenza;Piane Crati;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRWAYRGCI;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;150; ;WGS84;EPSG:4326;POINT (16.258819 39.296042);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRWD8QYXX;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CSCZ;CAVALCAVIA;CSCZ - km 13+604 - in costruzione; ;WGS84;EPSG:4326;POINT (16.322684 39.232687);Calabria;Cosenza;Figline Vegliaturo;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRWOOJOOC;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;80+285; ;WGS84;EPSG:4326;POINT (16.505459 39.003728);Calabria;Catanzaro;Gimigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRWTEDQL5;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;75+480; ;WGS84;EPSG:4326;POINT (16.458531 39.019732);Calabria;Catanzaro;Cicala;Regione Calabria ;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRXDJUFI1;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;4+912; ;WGS84;EPSG:4326;POINT (16.301012 39.277507);Calabria;Cosenza;Casali del Manco;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRXLS4UEO;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;3+303; ;WGS84;EPSG:4326;POINT (16.288836 39.285065);Calabria;Cosenza;Cosenza;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRXPA1BQS;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;Ponte Obliquo di luce retta di m 10,00; ;WGS84;EPSG:4326;POINT (16.357264 39.041945);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRXPZVXUD;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;75+797; ;WGS84;EPSG:4326;POINT (16.46073 39.019328);Calabria;Catanzaro;Cicala;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRXXRUOP5;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CSCZ;CAVALCAVIA;CSCZ - km 81+931 - in costruzione; ;WGS84;EPSG:4326;POINT (16.521667 38.997556);Calabria;Catanzaro;Gimigliano;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.;I49C18000020001
FEAICSCZPNRYUVSAZY;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;3+715; ;WGS84;EPSG:4326;POINT (16.293482 39.284826);Calabria;Cosenza;Rovito;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRYVZFJNL;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;63+224; ;WGS84;EPSG:4326;POINT (16.348789 39.053407);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRZ7E4EYN;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;96+593; ;WGS84;EPSG:4326;POINT (16.574347 38.928606);Calabria;Catanzaro;Catanzaro;Regione Calabria;Ferrovie della Calabria S.r.l.;Ferrovie della Calabria S.r.l.; 
FEAICSCZPNRZTZMYX4;Ferrovie della Calabria;07/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;CS-CZ;PONTE;77+444; ;WGS84;EPSG:4326;POINT (16.476239 39.011604);Calabria;Catanzaro;San Pietro Apostolo;Provincia di Catanzaro ;Provincia di Catanzaro ;Provincia di Catanzaro ; 
FEAIFEAIPNRH56TI0N;Ferrovie Appulo Lucane Srl;15/05/2025;ALTRA_INFRASTRUTTURA_FERROVIARIA;Ponte in ferro km 1+388;PONTE;Ponte in ferro km 1+388; ;WGS84;EPSG:4326;POINT (16.852450060380814 41.117872931278285);Puglia;Bari;Bari;Regione Puglia;Ferrovie Appulo Lucane S.r.l.; ; 
FEAIITMDPNRGMX2RQD;Autorita' di Sistema Portuale del Mar Ligure Orientale;07/04/2025;ALTRA_INFRASTRUTTURA_FERROVIARIA;Porto di Marina di Carrara;PONTE;Ponte ferroviario alla foce del Torrente Carrione (Carrara); ;WGS84;EPSG:4326;POINT (10.051738975689501 44.032484975662946);Toscana;Massa-Carrara;Carrara;Autorità di Sistema Portuale del Mar Ligure Orientale;Autorità di Sistema Portuale del Mar Ligure Orientale;;
FEAIL002PNR7FPOGVH;Comune di Pesaro;04/05/2023;ALTRA_INFRASTRUTTURA_FERROVIARIA;Cavalcaferrovia di Via Montegrappa;CAVALCAVIA;Cavalcaferrovia di Via Montegrappa; ;WGS84;EPSG:4326;POINT (12.908230187083108 43.90657811236935);Marche;Pesaro e Urbino;Pesaro;Comune di Pesaro;Comune di Pesaro; ;D77H20000930001
FEAIL002PNRDGSF4RY;Comune di Pesaro;14/04/2023;ALTRA_INFRASTRUTTURA_FERROVIARIA;Sottopasso ferroviario pedonale dei Cappuccini;SOTTOVIA;Sottopasso ferroviario pedonale; ;WGS84;EPSG:4326;POINT (12.907168583422965 43.90567613209629);Marche;Pesaro e Urbino;Pesaro;Comune di Pesaro;Comune di Pesaro; ;D73I18000030005
FEAIPM00PNRHUZCNC7;Comune di Imperia;14/06/2024;ALTRA_INFRASTRUTTURA_FERROVIARIA;Ex Ferrovia Porto Maurizio;PONTE;Ponte ex ferrovia Porto Maurizio;1900;WGS84;EPSG:4326;POINT (8.009430170059206 43.873895948686105);Liguria;Imperia;Imperia;Comune di Imperia;Comune di Imperia;Comune di Imperia; 
FEAX0790PNJUMWOCWJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_ALTA_VELOCITA;TR0790;SOTTOVIA;SOTTOPASSO CICLOPEDONALE SLQ1;2016;WGS84;EPSG:4326;POINT (9.61519002 45.50654138); ; ; ;RFI;RFI; ; 
FEAX0790PNU1KVAOIU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_ALTA_VELOCITA;TR0790;SOTTOVIA;SOTTOVIA SL09 SVINCOLO BBM CARAVAGGIO;2016;WGS84;EPSG:4326;POINT (9.62930949 45.50916289); ; ; ;RFI;RFI; ; 
