source_id;event_id;source_role;source_type;source_title;source_url;publication_date;access_date;language;notes
SRC0082;B23.01.02;News;Rai News;Nella notte tra il 13 e il 14 maggio chiusa la E45 a Promano;https://www.rainews.it/tgr/umbria/articoli/2024/05/nella-notte-tra-il-13-e-il-14-maggio-chiusa-la-e45-a-promano-8ce08e85-541e-4463-b3ce-5dcc3d467cfa.html;2024-05-13;2026-05-19;IT;Regional Rai News article documenting reconstruction and replacement works following the partial collapse of the Promano overpass after vehicle impact.
SRC0083;B23.01.02;News;La Nazione;E45, a Promano rinasce il cavalcavia: completato il varo del nuovo ponte;https://www.lanazione.it/umbria/cronaca/e45-a-promano-rinasce-il-cavalcavia-completato-il-varo-del-nuovo-ponte-b7afe90e;2024-05-14;2026-05-19;IT;Follow-up article documenting installation of the replacement bridge structure after the collapse event caused by heavy vehicle impact.
SRC0084;B23.01.01;News;ANSA;Ponte crollato a Molina Aterno, ricostruzione nel 2027;https://www.ansa.it/abruzzo/notizie/2025/07/07/ponte-crollato-a-molina-aterno-ricostruzione-nel-2027_2c42f251-ccd2-4ce1-924f-15ead45a5959.html;2025-07-07;2026-05-19;IT;National news report documenting long-term reconstruction planning and confirming collapse of the bridge following hydraulic failure in January 2023.
SRC0085;B23.01.01;News;Il Capoluogo;Molina Aterno, rimosso il ponte crollato;https://www.ilcapoluogo.it/2023/10/25/molina-aterno-rimosso-il-ponte-crollato/;2023-10-25;2026-05-19;IT;Local news coverage documenting removal operations of the collapsed bridge structure months after the hydraulic failure event.
SRC0086;B23.01.01;News;Rai News;Molina Aterno, rimosso il ponte crollato a gennaio;https://www.rainews.it/tgr/abruzzo/video/2023/10/molina-aterno-rimosso-ponte-crollato-a-gennaio-abruzzo-1226afb2-14bf-4cbb-b02e-555f19437450.html;2023-10-25;2026-05-19;IT;Regional Rai News video report documenting removal activities and residual structural conditions after the collapse event.
SRC0087;B22.12.04;Official/Technical;ANSFISA;Crollo ponte tra Sant’Omero e Bellante (Teramo), verifiche e sopralluogo dei tecnici di Ansfisa;https://www.ansfisa.gov.it/-/crollo-ponte-tra-sant-omero-e-bellante-teramo-verifiche-e-sopralluogo-dei-tecnici-di-ansfisa;2022-12-30;2026-05-19;IT;Official ANSFISA communication documenting inspections and technical investigations following the collapse event.
SRC0088;B22.12.04;News;Il Centro;Ponte crollato, i super periti: la struttura era pericolosa;https://www.ilcentro.it/teramo/ponte-crollato-i-super-periti-la-struttura-era-pericolosa-1.3262386;2024-02-02;2026-05-19;IT;Local news report summarizing expert investigations and structural deficiencies associated with the collapse.
SRC0089;B22.12.03;News;La Sicilia;Ponte Tredici Luci, nella notte sono crollate due arcate;https://www.lasicilia.it/gallery/cronaca/1689287/ponte-tredici-luci-nella-notte-sono-crollate-due-arcate.html;2022-12-16;2026-05-19;IT;Regional news report documenting collapse of two masonry arches of Ponte Tredici Luci following severe flooding of the Sosio river.
SRC0090;B22.12.03;News;Live Sicilia;Crollano due arcate del ponte Tredici Luci a Chiusa Sclafani;https://livesicilia.it/crollano-due-arcate-del-ponte-tredici-luci-a-chiusa-sclafani/;2022-12-16;2026-05-19;IT;Local news coverage documenting hydraulic damage and partial collapse of the historic masonry bridge.
SRC0091;B22.12.03;Official/Technical;Regione Sicilia;Crollo ponte sul Sosio, sopralluogo del Genio Civile per valutare i danni;https://www.regione.sicilia.it/la-regione-informa/crollo-ponte-sosio-domani-sopralluogo-genio-civile-valutare-danni;2022-12-16;2026-05-19;IT;Official regional communication documenting technical inspections and assessment activities following the bridge collapse event.
SRC0092;B22.12.02;News;InMeteo;Alluvione nel Messinese: crollato un ponte a Terme Vigliatore;https://www.inmeteo.net/2022/12/03/alluvione-nel-messinese-crollato-un-ponte-a-terme-vigliatore/;2022-12-03;2026-05-19;IT;News report documenting hydraulic collapse of the bridge following severe flooding in the Messina province area.
SRC0093;B22.12.02;News;La Repubblica;Maltempo, piogge nel Messinese: persone intrappolate in auto;https://palermo.repubblica.it/cronaca/2022/12/03/news/maltempo_piogge_nel_messinese_persone_intrappolate_in_auto-377372162/;2022-12-03;2026-05-19;IT;National coverage documenting flood conditions and infrastructure failures associated with the extreme rainfall event.
SRC0094;B22.12.02;Official/Technical;ANAS;In Sicilia Anas: aperto al traffico il ponte Termini a Terme Vigliatore;https://www.stradeanas.it/it/sicilia-anas-aperto-al-traffico-il-ponte-termini-terme-vigliatore-me;2023-08-04;2026-05-19;IT;Official ANAS communication documenting reopening and reconstruction activities following the collapse event.
SRC0095;B22.12.01;News;La Nazione;Ponte crollato a Monteverdi: voragine sull'asfalto. Un anno per la sistemazione;https://www.lanazione.it/pontedera/cronaca/ponte-crollato-monteverdi-03b6995e;2022-12-02;2026-05-18;IT;Local news report documenting the sudden night-time collapse of the SP329 bridge caused by pillar failure and describing the rehabilitation timeline.
SRC0096;B22.12.01;News;Sky TG24;"Crolla un ponte a Monteverdi Marittimo, nel Pisano. Il sindaco: ""Tragedia sfiorata""";https://tg24.sky.it/cronaca/2022/12/02/crollo-ponte-monteverdi-marittimo-pisa;2022-12-02;2026-05-18;IT;National news coverage confirming collapse of the SP329 bridge and reporting initial assessment of pillar failure as probable cause.
SRC0097;B22.12.01;News;PisaToday;Tragedia sfiorata a Monteverdi Marittimo: crolla il ponte della SP329;https://www.pisatoday.it/cronaca/crollo-ponte-sp-329-monteverdi-marittimo-2-dicembre-2022.html;2022-12-02;2026-05-18;IT;Local news report providing details on the collapse dynamics and provisional restoration plan agreed between municipality and Province of Pisa.
SRC0098;B22.11.02;News;IVG;A10, mezzo pesante colpisce un cavalcavia tra Celle e Varazze: traffico bloccato;https://www.ivg.it/2022/11/a10-mezzo-pesante-colpisce-un-viadotto-tra-celle-e-varazze-traffico-bloccato/;2022-11-25;2026-05-20;IT;Local news report documenting the impact event, the closure of the A10 motorway, and the isolation of approximately 60 residents in the Vignetta area.
SRC0099;B22.11.02;News;Genova24;Sarà demolito in un giorno e sostituito da un ponte provvisorio il cavalcavia danneggiato sulla A10;https://www.genova24.it/2022/11/a10-tra-celle-e-varazze-riaperta-con-scambio-di-carreggiata-il-cavalcavia-sara-demolito-325003/;2022-11-26;2026-05-20;IT;Regional news coverage confirming irreparable structural damage from vehicle impact and reporting demolition and provisional Bailey bridge installation plan.
SRC0100;B22.11.01;News;QuiCosenza;Laino Castello, crollato il ponte in località San Liguori a causa del maltempo;https://www.quicosenza.it/news/provincia/484972-laino-castello-crollato-il-ponte-in-localita-san-liguori-a-causa-del-maltempo;2022-11-17;2026-05-20;IT;Local news report documenting hydraulic collapse of the bridge over the Paraturo stream (locality San Liguori) following intense rainfall and resulting isolation of residents.
SRC0101;B22.11.01;News;LaC News24;Maltempo in Calabria, crolla ponte a Laino Castello;https://www.lacnews24.it/tag/crollo-ponte;2022-11-17;2026-05-20;IT;Regional Calabrian news outlet confirming hydraulic bridge collapse following intense rainfall event in the Laino Castello area in November 2022.
SRC0102;B22.10.01;News;TGCom24;Novara, si apre una voragine: crolla parte di un cavalcavia;https://www.tgcom24.mediaset.it/cronaca/piemonte/novara-si-apre-una-voragine-crolla-parte-di-un-cavalcavia_55804847-202202k.shtml;2022-10-09;2026-05-20;IT;National news report documenting partial collapse of the Cavalcavia XXV Aprile in Novara and reporting pre-existing structural deterioration history of the structure.
SRC0103;B22.10.01;News;Sky TG24;Novara, crolla parte del cavalcavia e si apre voragine: nessun ferito;https://tg24.sky.it/torino/2022/10/09/cavalcavia-ponte-novara;2022-10-09;2026-05-20;IT;National coverage confirming structural failure linked to long-term foundation deterioration and noting prior emergency consolidation works carried out in 2015.
SRC0104;B22.10.01;News;La Voce di Novara;Crollo sul cavalcavia 25 Aprile, Novara paralizzata;https://www.lavocedinovara.com/cronaca/crollo-sul-cavalcavia-25-aprile-novara-paralizzata-lassessore-ai-lavori-pubblici-il-disagio-ce-ma-stiamo-lavorando/;2022-10-13;2026-05-20;IT;Local Novara newspaper providing detailed context on pre-existing structural conditions, prior works, and wider urban road network disruption caused by the partial collapse.
SRC0105;B22.09.01;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0106;B22.09.01;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
SRC0107;B22.09.01;News;Vigili del Fuoco;Alluvione delle Marche del 2022 – Vigili del Fuoco;https://www.vigilfuoco.tv/storia/alluvione-delle-marche-del-2022;2022-09-15;2026-05-20;IT;Official Vigili del Fuoco operational report documenting rescue activities, bridge obstructions and collapses on the Misa and Nevola rivers during and after the 15 September 2022 Marche flood event.
SRC0108;B22.09.02;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0109;B22.09.02;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
SRC0110;B22.09.02;News;Vigili del Fuoco;Alluvione delle Marche del 2022 – Vigili del Fuoco;https://www.vigilfuoco.tv/storia/alluvione-delle-marche-del-2022;2022-09-15;2026-05-20;IT;Official Vigili del Fuoco operational report documenting rescue activities, bridge obstructions and collapses on the Misa and Nevola rivers during and after the 15 September 2022 Marche flood event.
SRC0111;B22.09.03;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0112;B22.09.03;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
SRC0113;B22.09.03;News;Vigili del Fuoco;Alluvione delle Marche del 2022 – Vigili del Fuoco;https://www.vigilfuoco.tv/storia/alluvione-delle-marche-del-2022;2022-09-15;2026-05-20;IT;Official Vigili del Fuoco operational report documenting rescue activities, bridge obstructions and collapses on the Misa and Nevola rivers during and after the 15 September 2022 Marche flood event.
SRC0114;B22.09.04;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0115;B22.09.04;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
SRC0116;B22.09.04;News;Vigili del Fuoco;Alluvione delle Marche del 2022 – Vigili del Fuoco;https://www.vigilfuoco.tv/storia/alluvione-delle-marche-del-2022;2022-09-15;2026-05-20;IT;Official Vigili del Fuoco operational report documenting rescue activities, bridge obstructions and collapses on the Misa and Nevola rivers during and after the 15 September 2022 Marche flood event.
SRC0117;B22.09.05;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0118;B22.09.05;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
SRC0119;B22.09.05;News;Vigili del Fuoco;Alluvione delle Marche del 2022 – Vigili del Fuoco;https://www.vigilfuoco.tv/storia/alluvione-delle-marche-del-2022;2022-09-15;2026-05-20;IT;Official Vigili del Fuoco operational report documenting rescue activities, bridge obstructions and collapses on the Misa and Nevola rivers during and after the 15 September 2022 Marche flood event.
SRC0120;B22.09.06;Official/Technical;Protezione Civile;Rapporto di evento preliminare – Alluvione Marche 15-16 settembre 2022;https://polaris.irpi.cnr.it/event/alluvione-nelle-marche/;2022-09-15;2026-05-20;IT;CNR-IRPI summary citing the official preliminary event report by Regione Marche Centro Funzionale Regionale, documenting hydraulic conditions, affected municipalities and infrastructure damage including bridge collapses.
SRC0121;B22.09.06;News;ANSA;Maltempo Marche: 84 cantieri del Genio Civile per la sistemazione dei ponti e delle infrastrutture;https://www.ansa.it/marche/notizie/2022/11/22/maltempo-marche-84-cantieri-genio-civile-per-sistemazioni_e63350e8-b7ce-47b9-b00f-39981634c388.html;2022-11-21;2026-05-20;IT;ANSA report documenting 84 Genio Civile construction sites opened across Marche following the 15 September 2022 flood, including bridge repairs and structural works in all affected municipalities.
